ChangeID,timestamp,record_id,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
1,2025-06-04T12:12:54.305642,NYC_GOID_000000,PrincipalOfficerFullName,,Joseph Morrisroe,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_MainQAFinalRun,name_parse_success
2,2025-06-04T12:12:54.305755,NYC_GOID_000000,PrincipalOfficerGivenName,,Joseph,System_NameParseRule,Parsed from: 'Joseph Morrisroe',MyName_Phase6_MainQAFinalRun,name_parse_success
3,2025-06-04T12:12:54.305790,NYC_GOID_000000,PrincipalOfficerFamilyName,,Morrisroe,System_NameParseRule,Parsed from: 'Joseph Morrisroe',MyName_Phase6_MainQAFinalRun,name_parse_success
4,2025-06-04T12:12:54.305838,NYC_GOID_000001,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_MainQAFinalRun,name_parse_review_needed
5,2025-06-04T12:12:54.305998,NYC_GOID_000003,PrincipalOfficerFullName,,Sideya Sherman,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_MainQAFinalRun,name_parse_success
6,2025-06-04T12:12:54.306053,NYC_GOID_000003,PrincipalOfficerGivenName,,Sideya,System_NameParseRule,Parsed from: 'Sideya Sherman',MyName_Phase6_MainQAFinalRun,name_parse_success
7,2025-06-04T12:12:54.306083,NYC_GOID_000003,PrincipalOfficerFamilyName,,Sherman,System_NameParseRule,Parsed from: 'Sideya Sherman',MyName_Phase6_MainQAFinalRun,name_parse_success
8,2025-06-04T12:12:54.306403,NYC_GOID_000005,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_MainQAFinalRun,name_parse_review_needed
9,2025-06-04T12:12:54.306431,NYC_GOID_000006,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_MainQAFinalRun,name_parse_review_needed
10,2025-06-04T12:12:54.306488,NYC_GOID_000007,PrincipalOfficerFullName,,Lorraine Cortés-Vázquez,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_MainQAFinalRun,name_parse_success
11,2025-06-04T12:12:54.306545,NYC_GOID_000007,PrincipalOfficerGivenName,,Lorraine,System_NameParseRule,Parsed from: 'Lorraine Cortés-Vázquez',MyName_Phase6_MainQAFinalRun,name_parse_success
12,2025-06-04T12:12:54.306574,NYC_GOID_000007,PrincipalOfficerFamilyName,,Cortés-Vázquez,System_NameParseRule,Parsed from: 'Lorraine Cortés-Vázquez',MyName_Phase6_MainQAFinalRun,name_parse_success
13,2025-06-04T12:12:54.306609,NYC_GOID_000008,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_MainQAFinalRun,name_parse_review_needed
14,2025-06-04T12:12:54.306637,NYC_GOID_000009,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_MainQAFinalRun,name_parse_review_needed
15,2025-06-04T12:12:54.306661,NYC_GOID_000010,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_MainQAFinalRun,name_parse_review_needed
16,2025-06-04T12:12:54.306684,NYC_GOID_000011,PrincipalOfficerName_ParseReview,None/Empty,N/A,System_NameParseRule,PrincipalOfficerName is empty or invalid (None/Empty). Cannot parse into name parts.,MyName_Phase6_MainQAFinalRun,name_parse_review_needed
17,2025-06-04T12:12:54.306735,NYC_GOID_000012,PrincipalOfficerFullName,,Risa Weinstock,System_NameParseRule,Copied from PrincipalOfficerName,MyName_Phase6_MainQAFinalRun,name_parse_success
18,2025-06-04T12:12:54.306787,NYC_GOID_000012,PrincipalOfficerGivenName,,Risa,System_NameParseRule,Parsed from: 'Risa Weinstock',MyName_Phase6_MainQAFinalRun,name_parse_success
19,2025-06-04T12:12:54.306815,NYC_GOID_000012,PrincipalOfficerFamilyName,,Weinstock,System_NameParseRule,Parsed from: 'Risa Weinstock',MyName_Phase6_MainQAFinalRun,name_parse_success
