ChangeID,timestamp,record_id,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
1,2025-06-17T15:03:20.334468,NYC_GOID_000047,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
2,2025-06-17T15:03:20.334568,NYC_GOID_000051,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
3,2025-06-17T15:03:20.334631,NYC_GOID_000052,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
4,2025-06-17T15:03:20.334688,NYC_GOID_000053,BudgetCode,2.0,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
5,2025-06-17T15:03:20.334744,NYC_GOID_000054,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
6,2025-06-17T15:03:20.334798,NYC_GOID_000128,BudgetCode,2.0,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
7,2025-06-17T15:03:20.334850,NYC_GOID_000134,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
8,2025-06-17T15:03:20.334904,NYC_GOID_000161,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
9,2025-06-17T15:03:20.334955,NYC_GOID_000162,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
10,2025-06-17T15:03:20.335008,NYC_GOID_000163,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
11,2025-06-17T15:03:20.335060,NYC_GOID_000164,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
12,2025-06-17T15:03:20.335112,NYC_GOID_000165,BudgetCode,,002,System_GlobalRule,Set default budget code for Mayoral Office,v0_9_pipeline_run,CONDITIONAL_SET_BUDGET_CODE
