record_id,name,name_alphabetized,operational_status,organization_type,url,alternate_or_former_names,acronym,alternate_or_former_acronyms,principal_officer_full_name,principal_officer_first_name,principal_officer_last_name,principal_officer_title,principal_officer_contact_url,in_org_chart,listed_in_nyc_gov_agency_directory,org_chart_oversight,authorizing_authority,authorizing_authority_type,authorizing_url,appointments_summary,governance_structure
NYC_GOID_000476,Metropolitan Transportation Authority,Metropolitan Transportation Authority,Active,Public Benefit or Development Organization,https://new.mta.info/,,MTA,,Janno Lieber,Janno,Lieber,Chair and Chief Executive Officer,,True,False,,New York State Public Authorities Law § 1260,New York State Law,https://www.nysenate.gov/legislation/laws/PBA/1260,"Board of Directors consists of members appointed by Governor, Mayor, and other officials. Chair and CEO appointed by Governor.",Metropolitan Transportation Authority is governed by a Board of Directors.
